length,timestamp,source_ip,destination_ip,protocol
158,1743680210.737522,192.168.0.102,151.101.65.140,6
149,1743680210.737529,192.168.0.102,151.101.65.140,6
156,1743680210.737538,192.168.0.102,151.101.65.140,6
153,1743680210.737544,192.168.0.102,151.101.65.140,6
165,1743680210.737556,192.168.0.102,151.101.65.140,6
165,1743680210.737563,192.168.0.102,151.101.65.140,6
145,1743680210.737572,192.168.0.102,151.101.65.140,6
159,1743680210.737579,192.168.0.102,151.101.65.140,6
144,1743680210.737586,192.168.0.102,151.101.65.140,6
155,1743680210.737592,192.168.0.102,151.101.65.140,6
152,1743680210.7376,192.168.0.102,151.101.65.140,6
155,1743680210.737607,192.168.0.102,151.101.65.140,6
148,1743680210.737616,192.168.0.102,151.101.65.140,6
152,1743680210.737623,192.168.0.102,151.101.65.140,6
149,1743680210.737631,192.168.0.102,151.101.65.140,6
72,1743680210.739375,8.8.4.4,192.168.0.102,17
150,1743680210.740103,192.168.0.102,151.101.65.140,6
154,1743680210.740136,192.168.0.102,151.101.65.140,6
158,1743680210.740147,192.168.0.102,151.101.65.140,6
158,1743680210.740159,192.168.0.102,151.101.65.140,6
148,1743680210.740169,192.168.0.102,151.101.65.140,6
162,1743680210.740182,192.168.0.102,151.101.65.140,6
160,1743680210.740193,192.168.0.102,151.101.65.140,6
147,1743680210.740204,192.168.0.102,151.101.65.140,6
154,1743680210.740214,192.168.0.102,151.101.65.140,6
161,1743680210.740223,192.168.0.102,151.101.65.140,6
149,1743680210.740233,192.168.0.102,151.101.65.140,6
160,1743680210.740243,192.168.0.102,151.101.65.140,6
144,1743680210.740251,192.168.0.102,151.101.65.140,6
147,1743680210.740259,192.168.0.102,151.101.65.140,6
148,1743680210.740269,192.168.0.102,151.101.65.140,6
146,1743680210.74028,192.168.0.102,151.101.65.140,6
166,1743680210.740289,192.168.0.102,151.101.65.140,6
153,1743680210.740298,192.168.0.102,151.101.65.140,6
153,1743680210.740307,192.168.0.102,151.101.65.140,6
150,1743680210.740316,192.168.0.102,151.101.65.140,6
157,1743680210.740324,192.168.0.102,151.101.65.140,6
168,1743680210.740332,192.168.0.102,151.101.65.140,6
156,1743680210.740351,192.168.0.102,151.101.65.140,6
147,1743680210.740359,192.168.0.102,151.101.65.140,6
154,1743680210.740368,192.168.0.102,151.101.65.140,6
154,1743680210.740376,192.168.0.102,151.101.65.140,6
163,1743680210.740385,192.168.0.102,151.101.65.140,6
206,1743680210.740395,192.168.0.102,151.101.65.140,6
152,1743680210.740402,192.168.0.102,151.101.65.140,6
157,1743680210.740409,192.168.0.102,151.101.65.140,6
158,1743680210.740419,192.168.0.102,151.101.65.140,6
145,1743680210.740429,192.168.0.102,151.101.65.140,6
207,1743680210.740438,192.168.0.102,151.101.65.140,6
233,1743680210.740447,192.168.0.102,151.101.65.140,6
215,1743680210.740458,192.168.0.102,151.101.65.140,6
218,1743680210.740467,192.168.0.102,151.101.65.140,6
224,1743680210.740474,192.168.0.102,151.101.65.140,6
214,1743680210.740484,192.168.0.102,151.101.65.140,6
147,1743680210.740494,192.168.0.102,151.101.65.140,6
144,1743680210.740502,192.168.0.102,151.101.65.140,6
150,1743680210.74051,192.168.0.102,151.101.65.140,6
204,1743680210.740519,192.168.0.102,151.101.65.140,6
162,1743680210.740533,192.168.0.102,151.101.65.140,6
160,1743680210.74054,192.168.0.102,151.101.65.140,6
152,1743680210.740548,192.168.0.102,151.101.65.140,6
144,1743680210.740557,192.168.0.102,151.101.65.140,6
222,1743680210.740574,192.168.0.102,151.101.65.140,6
157,1743680210.740581,192.168.0.102,151.101.65.140,6
